Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
2011-04-30,Kansas,119,17560,17773,70.4022988505747,70.1754385964912,88.99278275674,105.154876216605,115.014638226683,95.2938840349484,85.0033273670201,94.1402497598463,95.4169318905156,,72500,124900,199950,269000,139900,,133950,139900,3.70644922164566,,3.70507595405706,5000,,5000,0.833333333333333,,0.757109788359788,,,0.783465058050949,,,,0.792865396494994,,527.5,,1000,,,,,,,,,,,,,,15.3731255183285,,15.359349469038,15.7865403371882,,15.7659354109783,10.75,1602,1549,,51200,66800,117700,,,112500,58800,107000,112500,112600,,869,876,0.648,863,878
2011-04-30,Kentucky,112.875,25911,25416,,81.4685314685315,86.135710553814,89.2830882352941,91.7857142857143,88.4061164556166,101.696352841391,61.6558441558442,87.8484848484848,,93900,130000,217500,325000,139900,120000,135000,139900,3.79075056861259,3.57398141529665,3.80915736821854,5000,5000,5000,0.736434108527132,0.688338961534838,0.732115408244377,,,0.726221079691517,,,,0.721084222560976,0.779220779220779,,,950,1650,,950,,,735,950,900,84,56.88,28.5,,,13.5657036884919,12.9706061035698,13.6019965345493,13.9240050423195,13.2295719844358,13.9648400259314,9.97,2905,3237,112500,77000,94300,122700,197500,239500,118000,69900,113300,118000,118300,208200,952,952,0.704,899,957
2011-04-30,Louisiana,119,17754,17663,,91.8459479101777,92.264017033357,100.970873786408,99.9268779538758,98.9033796392287,,71.875,98.2410982410982,,,140000,229000,305000,159900,,,159900,4.31372549019607,4.41176470588235,4.30997279294493,7400,9000,7245,,0.90625,0.842235704927622,,,0.859568910370318,,,0.970619097586569,0.831481481481481,0.857944492189475,,900,1200,,,1250,,985,,1250,1300,84,,,,,10.9918554003886,8.31257643613809,11.0839768761182,11.329497428586,8.7667161961367,11.4204365707055,,2735,2710,132800,,,126900,,324200,,72700,,,,221600,1178,1177,0.716,1127,1180
2011-04-30,Maine,169.25,13711,12750,183.214285714286,141.028225806452,122.187913542126,108.519900497512,90.3204920686306,129.574629072377,164.057239057239,60.7410881801126,126.748251748252,139000,159900,189900,234000,250000,199823,2E+05,149000,199500,5.12820512820513,4.72320199305055,5.13765837311788,10000,10000,10000,,1.06828340466001,,,,,,,,,,,,,,,,,,875,,,139,54.53,42.78,,,11.5849041177691,11.2976485338105,11.6132367220202,10.9923778209535,10.7258938244854,11.0121197527891,13.39,,,,151600,169100,198700,244000,318600,178300,114800,177900,178300,178000,316400,978,877,0.774,811,941
2011-04-30,Maryland,146.5,38207,37070,,171.511627906977,138.13892430037,152.129856017387,,153.418803418803,,,152.044992997199,,179900,199900,374945,,230000,,239990,239900,4.80952380952381,5.37827178200072,4.76417341591234,10000,10000,10000,1.49301143583227,1.28706562266965,1.17414005524313,,,1.19360517057177,1.41176470588235,,1.41176470588235,1.14678899082569,1.19760479041916,957.5,1250,1599.5,,,1600,1492.5,,1386,1650,1650,152,77.16,14.58,,,15.0352484610176,12.8875166004143,15.2966334042409,15.0009669725165,13.4931642559937,15.1843817787419,11.67,5813,6126,222800,146700,168500,213400,325800,452300,230300,135400,196700,230300,240300,411000,1657,1652,1.142,1602,1676
2011-04-30,Massachusetts,132.75,40989,41261,275.24154589372,188.420107719928,182.347824330639,185.260247338397,148.416063856323,191.592032444136,205.873379099924,96.4956830878619,187.833022909929,195000,225000,279900,424650,,299900,249900,239900,324900,3.63768643142961,3.35820895522388,3.71249364299033,10000,10000,10000,,,,,,,,,,,,,,2200,,,1800,1750,,1750,1900,,185,66.03,20.06,,,17.4219940917006,16.4026875873291,17.7091496557537,17.3065280474312,16.5745407250854,17.5594820079216,14.16,4530,6079,267600,197500,225000,280100,402600,556800,288800,179600,234800,288800,299400,500300,1694,1660,1.124,1537,1717
2011-04-30,Michigan,117.75,81205,77789,,69.9152542372881,73.9814814814815,87.3411989389562,90.4907975460123,72.2433460076046,83.2777777777778,50.8780991735537,71.3492063492064,,74400,,175500,245000,,109500,104900,,7.11902113459399,6.36393946586195,7.14796283059328,6000,6000,6000,0.929161747343566,0.878378378378378,0.910064239828694,0.820682677537516,,0.865921787709497,0.893142036648737,0.759090909090909,0.863489742939659,0.861759425493716,0.817510548523207,625,,,,,,,697.5,,,900,64,64.86,28.28,,,13.6216895523586,11.8596816726276,13.7544612166494,12.7656897184502,11.0900730321883,12.9065260142547,7.33,10785,13441,,60200,66200,100000,180000,198400,90000,45400,111200,90000,88400,172900,1078,1078,0.826,1138,1070
2011-04-30,Minnesota,137.5,35304,34610,122.576687116564,101.759259259259,107.714693338105,121.052631578947,128.979406763072,116.182572614108,,85.5751537383954,117.325182283587,,,144900,195500,279900,159500,,124900,159900,4.99983440967048,6.25782227784731,4.87288682410634,10000,7000,10000,1.14909133001505,1.00251677852349,,,0.933189655172414,1.06310691455619,1.03733766233766,,,1.07090161832118,,850,1145,,,,1375,1195,,,1395,,123,80.38,14.63,,,17.8252853218677,17.5593570944548,17.8342458663068,17.6527445693646,17.0332480818414,17.6851628790921,10.07,4637,5531,,103500,130500,158300,208200,272800,153300,96900,127800,153300,156600,265600,1255,1247,1.04,1168,1259
2011-04-30,Mississippi,129.75,14674,14735,,78.4329356784321,81.029106029106,90.4776092686369,84.0791333019312,83.3425977394849,,56.7857142857143,82.9089506172839,,88700,135000,229000,279000,149000,,,149000,4.76281200955467,3.71057513914657,4.76644423260247,6000,6000,6000,,0.725957760314342,,,,0.691699604743083,,,,0.676621558562763,0.719028593172429,,720,847.5,,,950,,,750,942.5,1100,69,,,,,11.2443405941055,9.9518220825073,11.2507385426441,11.6778523489933,9.96677740863787,11.7098638821555,9.93,1329,1290,,,,116500,204900,231100,110500,64500,,110500,110700,187800,937,932,0.622,843,934
2011-04-30,Missouri,121.75,52611,52984,93.6636211555784,81.0564663023679,85.7510729613734,92.0368147258904,87.8036425952495,90.8382218097858,115.289765721332,51.0657596371882,89.0697674418605,,85000,125000,219900,285000,139000,140000,122900,138000,4.45859872611465,4.08673894912427,4.4864311704063,5100,5000,5100,0.85,0.777414075286416,0.738916256157635,,,0.785340314136126,,,0.726650062266501,0.758620689655172,0.793650793650794,,775,975,,,995,,650,747,995,950,94,,,,,15.2155594278192,13.9790263498478,15.2995053877465,15.7937646751891,14.6259321626173,15.878679750223,10.73,4974,4905,,74300,87100,130200,226300,270400,128800,73200,121100,128800,129500,241300,965,939,0.75,870,947
2011-04-30,Montana,111.25,7370,7086,183.823529411765,133.184523809524,126.984126984127,131.730996168074,137.432188065099,140.370879120879,,120.074746396156,141.071428571429,143750,154900,199999,269500,340000,235000,,239000,239900,5.45945945945946,,5.45361875637105,10900,,10900,,,,,,,,,,,,,,,,,,,,,,,141,,,,,9.26640080726126,6.3460977009515,9.38643793123887,9.23486038921794,5.93471810089021,9.375,14.53,519,616,,135300,148800,183000,206600,247700,176400,130000,156900,176400,177500,276600,1091,1113,0.858,1032,1116
2011-04-30,Nebraska,125.25,7929,7572,,,97.5158562367865,92.2529796232218,85.7355357142857,96.9964664310954,108.066684665227,,96.6386554621849,,,128000,201950,,,,109500,,3.44827586206896,3.84615384615384,3.44827586206896,5000,5000,5000,0.825,0.741167434715822,0.863809185021984,,,0.83386992916935,,,0.661818181818182,0.832517140058766,,,717.5,1050,,,,,,615,1000,,88,55.97,31.04,,,17.1966382419464,10.2187270719697,17.4315154223813,17.4906964380649,10.5610561056106,17.7213799165019,9.14,1232,1279,130400,67700,85700,123800,195000,172700,119900,69400,120800,119900,120000,205600,1099,1089,0.794,950,1096
2011-04-30,Nevada,97.75,30724,30934,,,58.4940205206808,61.8041237113402,67.2642431619912,63.4180790960452,,,64.7668393782383,,,,,,,,115000,,5.44378698224852,7.84615384615385,5.26870389884089,8000,5000,8000,0.958333333333333,0.779514244722279,0.737463126843658,0.684734856556389,0.632911392405063,0.745967741935484,0.794251134644478,,0.77639751552795,0.737331193279941,,650,895,1150,1395,1800,1150,800,,781,1200,,77,90.92,6.24,,,14.58752967157,11.5405104964449,14.9137657446453,13.146849126035,10.9257441936539,13.3608598354714,8.97,4881,4978,119700,,81600,124100,170000,250400,131300,71200,69700,131300,145800,236100,1204,1201,0.752,905,1247
2011-04-30,NewHampshire,133.625,12481,11830,162.748002680608,130.398543045673,128.141025641026,128.615794143744,102.01950384336,132.918853395025,137.118902439024,78.3536585365854,132.275132275132,,159000,225000,314900,299900,229900,170000,190499.5,237000,5.12952038984355,4.68548363676027,5.1490514905149,10000,9900,10000,1.32852564102564,1.13925570228091,0.954545454545455,0.86879868798688,,1.02905569007264,1.13874686716792,,1.13925570228091,0.997652582159624,,795,995,1450,2000,,1300,1000,949,924,1500,,123,73.22,19.17,,,11.8613359704424,11.2849392753494,11.9267570214363,11.300145637495,11.218836565097,11.3087395696091,11.45,,,,110700,158000,212100,280600,319500,198800,130900,153900,198800,213200,309700,1414,1396,0.932,1228,1495
2011-04-30,NewJersey,187.25,72447,72549,,189.371737388178,174.95,180.786618444846,191.457463816181,166.759124087591,209.894859480612,138.409810126582,161.636008918618,,199900,,,,,239994.5,274900,,4.34971726837755,4.16666666666666,4.36601480918929,12000,10000,14000,1.762904242861,1.55932848443843,1.3719512195122,,,1.27450980392157,1.51441169507576,,1.49253731343284,1.17471568507193,1.16813883658679,1200,,,,,1750,,,,1800,1700,167,79.22,12.35,,,14.0773409696244,12.8457230618257,14.2520231105087,14.8486339256788,13.5189918040011,15.0581992943856,12.57,5144,6614,273600,182500,211000,261200,365200,483600,277900,166300,219800,277900,281300,480200,1847,1838,1.14,1630,1860
2011-04-30,NewMexico,138,14425,14148,183.570829840738,123.299319727891,116.204099313931,131.17700548945,140,123.440154303511,164.791854761261,95.6521739130435,122.431330407067,146000,149900,183000,269900,369000,189900,165000,195000,190000,4.35835351089588,6.78983050847458,4.34782608695652,10000,10500,10000,,0.831311447181962,0.718401178472136,,,0.790347317944437,,,,0.782778864970646,,,,1195,,,1172.5,,,767,1150,,96,,,,,13.6605580470592,11.0103888140358,13.7792985026329,13.6142309939622,10.4615384615385,13.7531349556023,13.03,1261,1283,,,122300,153000,226100,299000,164700,110800,,164700,165100,305800,1149,1142,0.67,1058,1143
2011-04-30,NewYork,185.125,104723,104405,259.174311926606,170,124.357505972688,132.099697885196,140.721196130167,173.68251710357,,190.714406207827,158.779264214047,219000,229000,225000,329000,429000,,,409000,,4.16650694417824,4.95238095238095,4.03225806451613,10900,14000,10100,,,,,,,,,,,,,,,,,3300,2695,,2450,,2095,131,55.78,31.99,,,12.9000391073948,12.0358593899196,13.0398142978102,13.2908645918314,12.5265392781316,13.4358254261613,11.02,9757,11747,255400,150200,121700,138200,217100,319800,252700,102400,457000,252700,230200,518500,1750,1706,1.074,1700,1715
2011-04-30,NorthCarolina,136.75,100094,101314,150,92.4922600619195,92.5876840020963,100.127145581691,113.390243902439,99.0939977349943,116.564229759943,,98.5915492957746,,112000,149700,249900,389900,170000,145000,,174500,4.16840350145894,4.64615384615384,4.16666666666666,8100,6100,8400,0.922037037037037,0.758426966292135,0.691304347826087,0.645498953244941,0.588712951684937,0.699834265216584,0.782574634341815,,0.758928571428571,0.695014743049705,0.690021231422505,630,775,1000,1400,1792.5,1000,850,675,775,1050,1250,88,72.57,18.05,,,12.300100366181,10.63775996287,12.3935638921368,12.6295073865542,10.815682739973,12.7427173087561,11.05,7727,7836,148500,95900,93600,135400,234300,302100,137400,78700,120000,137400,138600,262200,995,998,0.666,916,1005
2011-04-30,RhodeIsland,161.875,7640,7688,188.44696969697,152.884615384615,156.467315716273,137.886774926395,70.9197901049475,163.568362193362,170.230496453901,71.4650518021305,162.805277814323,154900,179900,230000,275000,179900,235000,198450,154900,239900,5.09002000444543,5.19294902334445,5.07105259633286,10000,10000,10000,,,1.16666666666667,,,,,,,,,,1200,,,,,,900,,,,153,80.43,11.69,,,16.8787052332046,13.851592206516,17.4214065297797,16.4508225411271,14.004542013626,16.8965517241379,12.7,,,,145900,176500,216900,312400,419900,216000,147100,170300,216000,219800,364600,1376,1336,1.04,1023,1394
2011-04-30,SouthCarolina,163,48130,48574,161.498708010336,95.771144278607,94.395482371053,107.548490735206,131.233123312331,99.9,128.288024032705,83.3333333333333,98.5250917992656,,112900,149900,249900,425000,168000,145000,,169900,4.64058618976652,6.8,4.51467268623025,8000,10000,8000,0.925465170640486,0.73558648111332,0.739397258734974,0.688707076748282,0.632911392405063,0.75,0.852941176470588,,0.777777777777778,0.733134829744999,0.724054706355591,,750,1100,1500,,1100,950,715,800,1150,1200,82,66.81,23.22,,,11.708260951109,10.1516514837212,11.8354101711384,12.1122979904764,10.2643856920684,12.2790138304269,10.38,4925,5228,1.27E+05,79400,92200,133200,221400,,123700,70600,121500,123700,124000,242400,999,1001,0.666,926,1009
2011-04-30,SouthDakota,,4025,3943,,102.963917525773,98.9643151815181,95.1318258121852,101.961810935279,101.706036745407,97.6485956890921,,101.818181818182,,115200,149500,184900,284900,159500,159800,,159000,3.65387459834702,,3.62007168458781,5100,,5100,,,,,,,,,,,,,,,,,,,,,,,109,,,,,9.14344769548966,,9.15013763791497,8.7856071964018,,8.809963099631,11.16,,,,85900,120400,138500,162700,216000,138900,97600,129700,138900,138900,211100,,,,,
2011-04-30,Tennessee,134.5,64463,63912,,92.1583698813884,82.3039215686274,86.6622207402468,98.4623015873016,93.1803728070175,105.615664738842,59.4196428571429,92.1370967741936,,109900,131000,229900,363900,154500,156065,117000,,4.08997955010225,4.04040404040404,4.09090909090909,6000,6500,6000,,0.75,0.702933930021044,0.598985861522199,,0.730762842367878,0.838398525162163,,0.735294117647059,0.708390099909173,0.71656050955414,,795,1097,1500,,1100,,615,850,1100,1085,75,,,,,12.6325169693382,12.8215996452666,12.6162992627402,12.905249662434,13.3445629795995,12.8707190773214,9.79,6194,6526,111600,93400,82000,119700,208400,316400,114300,62200,129000,114300,113400,215400,959,962,0.662,956,962
2011-04-30,Texas,119.5,172561,174990,,89.1046474308003,77.053516663259,81.7864271457086,92.6472369417108,82.3338323353293,112.950669140497,68.0766045292721,81.6541293648358,,109000,130000,209900,349900,164900,,,165000,3.70370370370371,4.49438202247191,3.6695547500357,6000,5000,6000,1.07954632833526,0.87125748502994,0.744934445768772,0.672350008738279,0.652463349766476,0.757192538729055,1.08267716535433,,0.907441016333938,0.738201187940837,0.746573998846423,800,925,1200,1595,2195,,1100,850,895,,,71,,,75.91,24.09,13.9370041581938,12.48502330393,13.9998964626415,13.6752385385152,12.5756019627981,13.7240307251396,8.81,20711,20792,,,,113200,187400,,123300,,,123300,124200,232400,1215,1214,0.732,1056,1224
2011-04-30,WestVirginia,153.625,8198,7859,138.283045977012,82.281458251666,86.6071428571429,86.2204724409449,88.1027183600713,87.1321244134842,163.12925170068,,86.3596102745793,97500,89900,139900,214900,289900,145000,,99500,145000,5.68984928059039,,5.71428571428572,9900,,9900,,,0.721784776902887,,,0.718849840255591,,,,0.718849840255591,,,,,1495,,,,,,,,66,52.86,40.02,,,10.7343986301609,,10.8271880849553,11.3398464759246,,11.444206519153,8.66,1108,1087,89600,,,99800,135600,160400,88000,58700,113700,88000,87700,151000,961,961,0.71,1002,961
2011-04-30,Wisconsin,145.625,47491,47077,136.71875,105.665962958036,101.750663129973,92.5626859328517,,102.478632478632,115.406829144453,55.6555269922879,99.9736842105263,104900,121900,148900,,,,159900,114900,,4.55235204855842,4.45436809567244,4.57286432160804,7500,5900,7700,,,0.780625,,,0.804653535622394,0.908671135357291,0.620408163265306,0.768330605564648,0.751884422110553,,,,,,,1050,,807.5,,,,97,74.7,17.17,,,13.1422026283488,12.5090077585882,13.21236505219,13.1816833152013,12.9991047448523,13.2043584611964,12.34,4184,4869,133500,96300,108100,141900,182000,215400,144700,91100,132700,144700,146000,234900,966,952,0.73,901,957
2011-04-30,Wyoming,103.625,4158,4004,,121.751740139211,109.628770301624,107.665805340224,102.417730020148,121.730769230769,,101.634449159202,122.201317027281,,146000,189900,249500,319700,204900,,,205000,4.86075949367089,,4.84429065743944,10000,,10000,,,,,,,,,,,,,,,,,,,,,,,150,,,,,10.4295554866994,,10.4472567774496,10.0147637795276,,10.0531780197518,,316,282,195700,,,,260300,335200,208100,131900,175900,208100,209400,,,,,,
2011-05-31,Alabama,124.125,37672,38052,,89.1356066613799,82.2607195008629,95.7214790678176,100.83546065671,88.9737748500223,178.416149068323,,87.0161290322581,,105000,129900,234000,342500,159400,184900,129500,156900,4.76341695776437,4.88095238095239,4.7624414810111,7500,10000,7400,0.911764705882353,0.666666666666667,0.64034151547492,0.657901855759346,,0.656613034661815,0.65,,0.596910112359551,0.656660412757974,0.630149884958422,670,695,995,,,1000,,,658.5,1050,1000,71,70.49,23.12,,,10.9331443681029,9.25262182071007,11.0535302121311,11.902790629718,9.74651910032131,12.0606298183719,9.82,3428,2960,,88100,73600,117300,218200,319300,115400,61500,128800,115400,114900,222600,940,941,0.606,870,944
2011-05-31,Alaska,101.625,4036,4098,179.799599889625,159.72894482091,152.831991595534,146.552519764567,118.512666041183,151.098901098901,156.884875846501,114.850427350427,149.262577349368,113000,172000,240000,329900,379250,242000,189700,310000,258900,2.77816368744405,2.57861635220126,2.80601870679138,8000,5000,9000,,1.15,,,,1.15452930728242,,,1.13924050632911,1.15452930728242,,,1125,1600,,,1532.5,,,,,,168,,,,,14.3863836289943,15.0232737170088,14.2548188239095,15.203426124197,16.1290322580645,15.0280183392766,12,,,,121400,175900,249800,317100,413300,241900,171300,175400,241900,253500,350100,,1690,1.256,1607,
2011-05-31,Arizona,98.5,59119,57866,,,,,,,,,,,,,,,,,,,5.01792114695341,6.25390869293309,5,9000,6500,9100,0.933236636865132,0.820800921924517,0.728155339805825,0.570125427594071,,0.75,0.958231189619301,,0.915673623013073,0.706771860618014,0.744906701469116,600,850,1000,1162.5,,1150,1000,650,950,1195,1150,84,87.29,9.02,,,13.9450015909803,14.3499248495956,13.9059412344699,13.3944591215405,13.7084655201202,13.3654350711486,10.34,13410,12044,1.16E+05,70600,116300,124300,172300,279500,136800,76400,95800,136800,144300,270000,1128,1113,0.726,954,1155
2011-05-31,Arkansas,113.25,20651,20539,,75.3424657534247,79.858736130111,92.2008581856628,90.4220779220779,83.7077228821898,124.416619552806,56.8377597540288,83.4426229508197,89900,85900,124500,199900,325000,139900,169500,144950,139500,4.5662100456621,,4.54545454545454,6000,,6000,,0.555555555555556,0.590027472527473,,,0.615212527964206,,,,0.612391930835735,0.610380155407348,,577.5,830,,,900,,,589.5,900,875,67,60.87,29.34,,,10.0067656831025,7.40127130752996,10.0567924212499,10.7544773831939,7.88288288288288,10.8114142812486,9.9,2263,2098,,84200,80700,121300,210300,321900,104000,57900,123400,104000,103800,182300,827,825,0.568,740,827
2011-05-31,California,91.5,156823,154642,,,,,,,,168.96202813269,,,,,,,,,339000,,4.60526315789473,4.55555555555556,4.61538461538461,15000,11000,15000,1.86063218390805,1.57548635892713,1.36763096923671,1.17109080198691,0.95845650746251,1.43721198156682,1.62737987307344,,1.54905335628227,1.30604946416306,,1210,1675,2095,2495,2800,2100,1950,1275,1650,2200,1395,207,77.55,15.4,54.97,45.03,14.4741521658397,15.4846702200392,14.2591197703739,14.1191630361416,15.0865278646531,13.918674494262,13.44,34561,32921,246800,193100,251700,297300,389900,531200,315600,150800,287400,315600,321600,618400,1937,1909,1.26,1774,1959
2011-05-31,Colorado,111.25,49669,49096,201.734212652425,136.888454011742,127.50970604548,139.318885448916,158.30491962981,142.112389979689,155.382679496669,133.916083916084,141.117647058824,145000,155000,199900,299900,412250,229900,170000,225000,,3.63636363636364,4.82539682539682,3.56543254562373,10000,8000,10000,,0.997267759562842,0.887641874949673,0.863833136560409,0.84575579976934,0.934300341296928,,,,0.916936353829558,,,1050,1300,1650,1712.5,1295,,,,1350,,130,71.76,17.55,67.04,32.96,15.0011274557232,13.4265180254375,15.1910323839565,15.0729688521019,13.0660513412172,15.3367836357087,12.07,6670,6046,194300,130200,153600,204500,289100,357400,208500,124200,148200,208500,217100,372600,1352,1339,0.902,1134,1385
2011-05-31,Connecticut,131,28054,29518,162.108922363847,155.505952380952,166.666666666667,170.793974980853,177.803525660215,170.201065623618,151.26582278481,83.2223147377186,174.240940254652,134900,189900,259900,415000,599900,284900,185000,189900,309900,4.00247773339268,3.85989992852037,4.01481481481482,10000,8900,10100,1.54195804195804,1.27407407407407,1.31709486166008,1.12623079302966,,1.43059119031659,1.46889756033578,,1.0625,1.41293239662591,,1150,1450,2000,2700,,2100,1550,1100,1250,2325,1750,154,79.77,11.88,,,15.0062012106876,14.3804856431876,15.1281869459278,17.2126479844148,16.1560842033202,17.4369595232905,12.1,2264,2112,236400,128700,175300,234400,356000,567100,240300,152600,163400,240300,255200,439400,1645,1590,1.114,1237,1721
2011-05-31,Delaware,132.5,9217,9164,,129.333333333333,122.641022494888,123.395438695693,137.941811175337,125.944584382872,150.756016776419,89.1583452211127,125,139700,159500,199900,3E+05,489900,227900,209900,,229000,4,3.9423076923077,4,10000,10000,10000,,0.958333333333333,0.816326530612245,0.709677419354839,,0.809022907900888,,,1.02260495156082,0.794223826714801,,,1100,1300,1600,,1312.5,,,950,1350,,126,78.75,15.88,,,15.247275017353,12.3126994457066,15.3972378062258,16.5607665153807,13.4851138353765,16.7487157534247,12.26,572,554,176700,127900,148900,186700,277900,338500,193900,124500,,193900,193400,306800,1325,1325,0.88,1262,1328
2011-05-31,DistrictofColumbia,103.625,2358,2390,451.54347826087,,,,,350.085910652921,438.49493487699,,281.074054621849,299900,,,,,350000,334950,,388300,3.84766454802641,3.00644391701613,4.72893724975877,14900.5,10000,20000,2.96096904441454,2.45989304812834,1.75786589932595,,,2.40449580135588,2.86792452830189,,2.59913318073923,,,1962.5,2625,,,,2350,2200,,2097.5,2500,1650,340,54.34,30.37,,,14.751532321314,16.3940014381854,13.5263222822595,15.3201475025142,17.1249018067557,13.9766081871345,13.12,499,489,357500,323500,377100,342700,560300,1075200,359100,206400,358400,359100,361300,713500,2325,2323,1.964,2285,2456
2011-05-31,Florida,134.5,248756,240976,,,,96.7592592592593,124.790911655563,94.9841605068638,121.389891696751,,,,,,,,,,159500,,5.58659217877095,6.30832714834702,5.45454545454546,10000,10000,10000,1.48648648648649,1.17466802860061,0.921306518280625,0.835005151278563,0.89178115208484,1.07108081791626,1.33586187937141,,1.28787878787879,0.880905511811024,1.01398601398601,1150,1300,1500,1900,,1400,1450,,1400,1400,1350,82,82.04,12.51,,,11.2360728333162,9.16590813438034,11.9126466115399,11.143022498734,9.06941915780819,11.8208608508678,8.76,28701,27420,112700,56400,86700,130900,208500,340900,128600,64000,99200,128600,138600,267500,1244,1252,0.848,1209,1274
2011-05-31,Georgia,121.5,99797,101351,125.270411723657,77.9305828421742,66.0693457641609,78.0625,91.7721518987342,78.2000873743993,109.208972845336,,76.940346375882,,,,183000,3E+05,,134900,,,5.61111111111111,6.43565823666449,5.55864369093941,9900,8000,10000,1.14780308437025,,0.681818181818182,0.627096234157624,0.605587028716546,0.690051753881541,0.96875,,0.815665849673203,0.673467373150416,0.657501494321578,850,,1050,1450,2000,1150,1100,,950,1175,1150,70,81.52,13.46,,,12.9787556073656,12.2073404034869,13.0446554509032,13.5229614365617,12.4596096678299,13.6044450166886,9.1,12645,10943,,91900,81800,108500,188800,287300,118400,66900,111700,118400,118900,230800,1100,1103,0.66,1078,1105
2011-05-31,Hawaii,104.625,6243,6173,455.384615384615,347.028283704346,283.641160949868,301.601692354186,233.233132932532,345.714359969506,400,290.544771446462,313.442211055276,250000,310000,393700,590000,,399900,299000,,,4.80952380952381,4.43382480057297,5.04922197523023,20000,15000,25000,2.90871514726677,2.16050129729311,1.74404167125518,1.6142735768904,,2.285050348567,2.84090909090909,,,1.66130931648173,,1550,,2350,2800,,1900,1800,,,2300,1225,349,63.07,25.02,,,10.5378609696275,10.346670563922,10.6431848263787,10.6302321908071,10.4965684295519,10.7161390762844,17.87,1109,1078,,276800,334500,440000,594000,702600,427400,236300,316300,427400,531700,730300,2013,2006,1.692,1766,2165
2011-05-31,Idaho,97.5,15257,15014,138.970699432892,91.0714285714286,81.6551906779661,79.9872803756886,75.3639162153278,85.4344729344729,,62.1875,84.5474613686534,115000,104900,129000,,,149900,159900,165000,149900,5,5.58486317316133,5,8100,8500,8100,,0.664893617021277,0.644150417827298,0.568923327895595,,,1.15384615384615,,,,,,625,850,1100,,897,,,,895,,86,,,,,11.9948500461053,9.10876909988723,12.0758090782288,12.4004677320564,9.22787193973635,12.4971310534772,11.82,1498,1360,,118200,112300,132500,167300,212300,144800,92200,160900,144800,144600,252300,902,902,0.612,838,903
